name,date,time,timestamp"0","1. Embedded Technology: Cultural Sector","2018-03-07","00:00","1520380800000"
"96","Afghanistan","2018-03-27","00:00","1522108800000"
"97","Afghanistan","2018-06-11","00:00","1528675200000"
"98","Afghanistan","2018-07-11","12:48","1531313280000"
"99","Afghanistan: Call-out Order for Reserves","2017-11-13","00:00","1510531200000"
"100","Afghanistan: Update","2017-06-29","00:00","1498694400000"
"101","Agency Workers","2018-01-30","00:00","1517270400000"
"102","Agenda 2030","2017-07-12","00:00","1499817600000"
"103","Aggressive Antisocial Behaviour","2017-10-10","09:30","1507627800000"
"104","Agreement with the DUP: Funding for Scotland","2017-07-19","00:00","1500422400000"
"105","Agri-tech Sector","2018-05-01","00:00","1525132800000"
"106","Agricultural Policy","2018-04-26","00:00","1524700800000"
"107","Agriculture and Fisheries Council (October)","2017-11-06","00:00","1509926400000"
"108","Agriculture and Fisheries Council","2017-07-13","00:00","1499904000000"
"109","Agriculture and Fisheries Council","2018-01-25","00:00","1516838400000"
"110","Agriculture and Fisheries Council","2018-02-08","00:00","1518048000000"
"111","Agriculture and Fisheries Council","2018-03-05","00:00","1520208000000"
"112","Agriculture and Fisheries Council","2018-03-16","00:00","1521158400000"
"113","Agriculture and Fisheries Council","2018-04-26","00:00","1524700800000"
"114","Agriculture and Fisheries Council","2018-06-14","00:00","1528934400000"
"115","Agriculture and Fisheries Council","2018-07-03","00:00","1530576000000"
"116","Agriculture and Fisheries Council","2018-07-12","00:00","1531353600000"
"117","Agriculture and Fisheries Council","2018-10-11","00:00","1539216000000"
"118","Agriculture and Fisheries Council","2018-11-01","00:00","1541030400000"
"119","Agriculture and Fisheries Council","2018-11-15","00:00","1542240000000"
"120","Agriculture and Fisheries Pre-Council Statement","2017-12-07","00:00","1512604800000"
"121","Agriculture Bill (Eighth sitting)","2018-11-01","14:00","1541080800000"
"122","Agriculture Bill (Eleventh sitting)","2018-11-15","11:30","1542281400000"
"123","Agriculture Bill (Fifth sitting)","2018-10-30","09:25","1540891500000"
"124","Agriculture Bill (First sitting)","2018-10-23","09:25","1540286700000"
"125","Agriculture Bill (Fourteenth sitting)","2018-11-20","14:00","1542722400000"
"126","Agriculture Bill (Fourth sitting)","2018-10-25","14:00","1540476000000"
"127","Agriculture Bill (Money)","2018-10-10","00:00","1539129600000"
"128","Agriculture Bill (Ninth sitting)","2018-11-13","09:25","1542101100000"
"129","Agriculture Bill (Programme)","2018-10-10","00:00","1539129600000"
"130","Agriculture Bill (Second sitting)","2018-10-23","14:00","1540303200000"
"131","Agriculture Bill (Seventh sitting)","2018-11-01","11:30","1541071800000"
"132","Agriculture Bill (Sixth sitting)","2018-10-30","14:00","1540908000000"
"133","Agriculture Bill (Tenth sitting)","2018-11-13","14:00","1542117600000"
"134","Agriculture Bill (Third sitting)","2018-10-25","11:30","1540467000000"
"135","Agriculture Bill (Thirteenth sitting)","2018-11-20","09:25","1542705900000"
"136","Agriculture Bill (Twelfth sitting)","2018-11-15","14:00","1542290400000"
"137","Agriculture Bill","2018-09-12","00:00","1536710400000"
"138","Agriculture Bill","2018-10-10","13:06","1539176760000"
"139","Agriculture GCSE","2018-02-07","11:01","1518001260000"
"140","Ahmadiyya Muslim Community","2018-05-24","12:43","1527165780000"
"141","Aid Programmes: Africa","2017-07-12","00:00","1499817600000"
"142","Aid Sector: Safeguarding","2018-02-20","16:47","1519145220000"
"143","Aid Spending","2018-02-28","00:00","1519776000000"
"144","Air Cadet Aerospace Offer","2017-12-14","00:00","1513209600000"
"145","Air Force (Constitution) Act 1917","2017-11-23","15:00","1511449200000"
"146","Air Passenger Duty","2018-01-16","00:00","1516060800000"
"147","Air Passenger Duty","2018-07-10","09:30","1531215000000"
"148","Air Passenger Duty: Regional Airports","2017-11-28","00:00","1511827200000"
"149","Air Pollution: A10 and Broxbourne","2018-10-31","19:01","1541012460000"
"150","Air Pollution: Chepstow","2018-06-13","00:00","1528848000000"
"151","Air Quality","2018-02-22","10:37","1519295820000"
"152","Air Quality","2018-07-12","00:00","1531353600000"
"153","Air Quality and Shore-to-Ship Charging","2018-03-29","17:04","1522343040000"
"154","Air Rifles","2017-10-09","22:00","1507586400000"
"155","Air Travel Organisers’ Licensing Bill","2017-07-03","17:40","1499103600000"
"156","Air Travel Organisers’ Licensing Bill","2017-07-11","16:31","1499790660000"
"157","Air Travel: Disabled People","2018-11-22","00:00","1542844800000"
"158","Air Weapons Review","2018-07-16","00:00","1531699200000"
"159","Airborne Warning and Control System","2018-10-09","00:00","1539043200000"
"160","Aircraft Noise: Heathrow","2018-04-19","00:00","1524096000000"
"161","Airport Expansion: Economic and Environmental Impact","2017-10-25","11:00","1508929200000"
"162","Airports National Policy Statement","2017-09-07","00:00","1504742400000"
"163","Airports National Policy Statement","2018-06-05","12:38","1528202280000"
"164","Airports National Policy Statement","2018-06-07","13:30","1528378200000"
"165","Airports: National Policy Statement","2018-06-26","00:00","1529971200000"
"166","Alcohol (Minimum Pricing) (England)","2018-06-12","12:46","1528807560000"
"167","Alcohol Abuse","2018-02-26","00:00","1519603200000"
"168","Alcohol Dependency","2018-07-24","00:00","1532390400000"
"169","Alcohol Subsidy: Parliamentary Estate","2017-12-07","00:00","1512604800000"
"170","Alcohol: Minimum Unit Pricing","2018-05-08","00:00","1525737600000"
"171","Alexandra Hospital Redditch Urgent Care Centre","2018-07-12","00:00","1531353600000"
"172","Alleged Serious and Significant Offences (Diplomatic Immunity)","2017-10-11","00:00","1507680000000"
"173","Allergy Awareness in Schools","2018-03-14","16:00","1521043200000"
"174","Alpha-1 Antitrypsin Deficiency","2018-10-31","15:59","1541001540000"
"175","Alternative Educational Provision","2018-03-19","00:00","1521417600000"
"176","Ambulance Response Programme","2017-07-13","00:00","1499904000000"
"177","Ambulance Services (Devon)","2017-07-12","16:00","1499875200000"
"178","Amesbury Incident","2018-07-05","12:49","1530794940000"
"179","Amesbury Update","2018-07-09","17:29","1531157340000"
"180","Amphibious Capability","2018-07-09","00:00","1531094400000"
"181","Amphibious Ships","2017-10-23","00:00","1508716800000"
"182","Andrey Lugovoy and Dmitri Kovtun Freezing Order 2018","2018-02-08","11:30","1518089400000"
"183","Anglo-Polish Relations","2017-07-18","09:30","1500370200000"
"184","Animal Cruelty","2018-06-07","00:00","1528329600000"
"185","Animal Cruelty: Prison Sentences","2018-10-18","00:00","1539820800000"
"186","Animal Cruelty: Sentencing","2017-10-26","00:00","1508976000000"
"187","Animal Health","2017-07-19","00:00","1500422400000"
"188","Animal Welfare","2017-07-20","00:00","1500508800000"
"189","Animal Welfare","2017-11-23","00:00","1511395200000"
"190","Animal Welfare","2017-12-12","00:00","1513036800000"
"191","Animal Welfare","2018-03-08","00:00","1520467200000"
"192","Animals in Peril","2017-10-18","19:34","1508355240000"
"193","Annual Assessment of NHS England","2017-07-18","00:00","1500336000000"
"194","Annual Human Rights and Democracy Report 2017","2018-07-16","00:00","1531699200000"
"195","Annual Human Rights and Democracy Report","2017-07-20","00:00","1500508800000"
"196","Annual JHA Opt-in Reports","2017-07-20","00:00","1500508800000"
"197","Annual Report of the Independent Anti-Slavery Commissioner","2017-10-16","00:00","1508112000000"
"198","Antarctica","2017-11-21","00:00","1511222400000"
"199","Anti Money Laundering Directive: Register of People with Significant Control","2017-06-26","00:00","1498435200000"
"200","Anti-bullying Week","2017-11-23","13:30","1511443800000"
"201","Anti-bullying Week","2018-11-15","13:43","1542289380000"
"202","Anti-Corruption Strategy: Illegal Wildlife Trade","2018-02-28","14:30","1519828200000"
"203","Anti-loitering Devices (Regulation)","2018-07-17","14:06","1531836360000"
"204","Anti-Semitism","2018-04-17","16:14","1523981640000"
"205","Anti-Semitism and Holocaust Denial","2018-01-22","00:00","1516579200000"
"206","Antimicrobial Resistance","2018-10-23","00:00","1540252800000"
"207","Antique Firearms","2017-10-19","00:00","1508371200000"
"208","Antisocial Behaviour: Hull and the East Riding of Yorkshire","2018-10-09","12:58","1539089880000"
"209","Appointment of Sir Roger Scruton","2018-11-12","16:43","1542040980000"
"210","Appointments","2018-09-06","00:00","1536192000000"
"211","Apprenticeship Levy: SMEs","2018-01-30","00:00","1517270400000"
"212","Apprenticeship Starts","2018-05-14","00:00","1526256000000"
"213","Apprenticeships","2017-11-06","00:00","1509926400000"
"214","Apprenticeships","2017-12-11","00:00","1512950400000"
"215","Apprenticeships","2018-01-11","00:00","1515628800000"
"216","Apprenticeships","2018-02-07","00:00","1517961600000"
"217","Apprenticeships","2018-03-19","00:00","1521417600000"
"218","Apprenticeships","2018-09-10","00:00","1536537600000"
"219","Apprenticeships","2018-11-12","00:00","1541980800000"
"220","Apprenticeships","2018-11-19","00:00","1542585600000"
"221","Arctic Ambassador: Appointment","2017-11-29","11:00","1511953200000"
"222","Armed Conflicts: Heritage, Minorities and Human Rights","2018-01-09","00:00","1515456000000"
"223","Armed Forces (Flexible Working)   Bill  [ Lords ] (First sitting)","2017-11-14","09:25","1510651500000"
"224","Armed Forces (Flexible Working) Bill [Lords] (Programme) (No. 2)","2018-01-29","00:00","1517184000000"
"225","Armed Forces (Flexible Working) Bill [Lords]","2017-10-30","18:14","1509387240000"
"226","Armed Forces (Flexible Working) Bill [Lords]","2018-01-29","17:26","1517246760000"
"227","Armed Forces (Statute of Limitations)","2017-11-01","12:52","1509540720000"
"228","Armed Forces","2017-07-19","14:30","1500474600000"
"229","Armed Forces Compensation Scheme","2018-01-15","00:00","1515974400000"
"230","Armed Forces Covenant","2017-07-10","00:00","1499644800000"
"231","Armed Forces Covenant","2018-01-15","00:00","1515974400000"
"232","Armed Forces Covenant","2018-03-05","00:00","1520208000000"
"233","Armed Forces Covenant","2018-11-22","12:13","1542888780000"
"234","Armed Forces Covenant Annual Report","2018-11-21","00:00","1542758400000"
"235","Armed Forces Covenant: Annual Report","2017-12-18","00:00","1513555200000"
"236","Armed Forces Covenant: Northern Ireland","2018-03-07","17:04","1520442240000"
"237","Armed Forces Covenant: Northern Ireland","2018-05-23","00:00","1527033600000"
"238","Armed Forces Pay","2017-07-10","00:00","1499644800000"
"239","Armed Forces Pay","2017-09-14","15:00","1505401200000"
"240","Armed Forces Pay","2017-11-01","13:12","1509541920000"
"241","Armed Forces Pay","2018-01-23","00:00","1516665600000"
"242","Armed Forces Pay","2018-10-22","00:00","1540166400000"
"243","Armed Forces Pay Review Body","2018-02-27","00:00","1519689600000"
"244","Armed Forces Pay Review Body","2018-10-16","00:00","1539648000000"
"245","Armed Forces Pay Review Body Appointments","2017-09-07","00:00","1504742400000"
"246","Armed Forces Pay Review Body Report","2017-07-18","00:00","1500336000000"
"247","Armed Forces Personnel Numbers","2018-10-22","00:00","1540166400000"
"248","Armed Forces Representative Body","2018-06-20","13:55","1529502900000"
"249","Armed Forces Veterans","2018-06-28","16:43","1530204180000"
"250","Armed Forces Veterans: Historic Allegations","2018-07-09","00:00","1531094400000"
"251","Armed Forces Veterans: Legacy Investigations","2018-06-20","00:00","1529452800000"
"252","Armed Forces: Capacity","2018-04-23","00:00","1524441600000"
"253","Armed Forces: Commonwealth Recruitment","2018-11-05","00:00","1541376000000"
"254","Armed Forces: Life Satisfaction","2017-07-10","00:00","1499644800000"
"255","Armed Forces: Mental Health","2017-10-23","00:00","1508716800000"
"256","Armed Forces: Mental Health Support","2018-01-15","00:00","1515974400000"
"257","Armed Forces: Pay","2017-10-23","00:00","1508716800000"
"258","Armed Forces: Pay and Retention","2018-01-15","00:00","1515974400000"
"259","Armed Forces: Personnel Levels","2018-06-11","00:00","1528675200000"
"260","Armed Forces: Scottish Taxation","2018-07-09","00:00","1531094400000"
"261","Arms Export Policy: Argentina","2018-06-27","00:00","1530057600000"
"262","Arms Sales to Saudi Arabia","2018-09-04","00:00","1536019200000"
"263","Army Personnel","2017-10-23","00:00","1508716800000"
"264","Army Reserve Service: Prestatyn","2018-07-09","00:00","1531094400000"
"265","Arsène Wenger","2018-05-15","19:04","1526411040000"
"266","Article 50 Negotiations","2018-06-20","00:00","1529452800000"
"267","Artificial Intelligence","2018-06-21","00:00","1529539200000"
"268","Artificial Intelligence","2018-07-24","00:00","1532390400000"
"269","Artificial Intelligence Sector Deal","2018-04-26","11:45","1524743100000"
"270","Arts Council England Funding: Coalfield Communities","2018-02-20","21:52","1519163520000"
"271","Asbestos Management Assurance Process","2018-11-12","00:00","1541980800000"
"272","Asian Infrastructure Investment Bank","2018-03-21","00:00","1521590400000"
"273","Assaults on Emergency Workers (Offences) Bill","2017-10-20","09:34","1508492040000"
"274","Assaults on Emergency Workers (Offences) Bill","2017-11-15","09:30","1510738200000"
"275","Assaults on Emergency Workers (Offences) Bill","2018-04-27","09:50","1524822600000"
"276","Assaults on Retail Workers (Offences)","2018-10-09","18:27","1539109620000"
"277","Assessment and Treatment Units: Vulnerable People","2018-11-06","13:19","1541510340000"
"278","Assessment of Housing Need","2017-10-30","00:00","1509321600000"
"279","Asset Recovery Programme","2017-10-16","00:00","1508112000000"
"280","Asset Recovery Regime","2018-07-16","00:00","1531699200000"
"281","Assisted Technology","2018-07-02","00:00","1530489600000"
"282","Association Agreement","2018-07-19","00:00","1531958400000"
"283","Astute Boat 7","2018-05-14","00:00","1526256000000"
"284","Asylum Accommodation","2017-12-14","13:30","1513258200000"
"285","Asylum Accommodation Contracts","2018-10-10","14:33","1539181980000"
"286","Asylum decisions","2018-07-24","19:04","1532459040000"
"287","Asylum decisions","2018-09-13","00:00","1536796800000"
"288","Asylum Seekers","2018-10-29","00:00","1540771200000"
"289","Asylum Seekers: Right to Work","2018-10-24","11:00","1540378800000"
"290","ATMs: Listed Phone Boxes","2017-09-14","00:00","1505347200000"
"291","ATP Tennis Tournament","2018-03-07","00:00","1520380800000"
"292","Attendance Allowance: Eligibility Criteria","2018-05-21","00:00","1526860800000"
"293","Audit Costs","2017-12-07","00:00","1512604800000"
"294","Austerity: Life Expectancy","2018-04-18","16:30","1524069000000"
"295","Australia: Diplomatic Relations","2018-09-04","00:00","1536019200000"
"296","Autism","2018-03-29","12:52","1522327920000"
"297","Autism and Learning Disability Training: Healthcare Professionals","2018-10-22","16:30","1540225800000"
"298","Autism Community: Mental Health and Suicide","2017-11-30","15:30","1512055800000"
"299","Autism Diagnosis","2017-09-13","09:30","1505295000000"
"300","Autism: Educational Outcomes","2018-02-06","19:05","1517943900000"
"301","Automated and Electric Vehicles Bill (Fifth sitting)","2017-11-14","09:25","1510651500000"
"302","Automated and Electric Vehicles Bill (First sitting)","2017-10-31","09:25","1509441900000"
"303","Automated and Electric Vehicles Bill (First sitting)","2017-11-14","09:25","1510651500000"
"304","Automated and Electric Vehicles Bill (Fourth sitting)","2017-11-02","14:00","1509631200000"
"305","Automated and Electric Vehicles Bill (Second sitting)","2017-10-31","14:00","1509458400000"
"306","Automated and Electric Vehicles Bill (Seventh sitting)","2017-11-16","11:30","1510831800000"
"307","Automated and Electric Vehicles Bill (Sixth sitting)","2017-11-14","14:00","1510668000000"
"308","Automated and Electric Vehicles Bill (Third sitting)","2017-11-02","11:30","1509622200000"
"309","Automated and Electric Vehicles Bill","2017-10-23","17:36","1508780160000"
"310","Automated and Electric Vehicles Bill","2018-01-29","19:11","1517253060000"
"311","Automated and Electric Vehicles Bill","2018-06-26","16:36","1530030960000"
"312","Automated and Electric Vehicles Bill: English Votes for English Laws","2018-06-14","00:00","1528934400000"
"313","Automated and Electric Vehicles Bill: Governments Amendments and EVEL","2018-01-29","00:00","1517184000000"
"314","Automatic Electoral Registration (No. 2)","2017-11-15","13:49","1510753740000"
"315","Automatic Enrolment","2017-12-18","00:00","1513555200000"
"316","Automatic Enrolment: Cheadle","2018-05-21","00:00","1526860800000"
"317","Automatic Travel Compensation","2017-11-21","12:42","1511268120000"
"318","Automotive Industry","2018-06-12","00:00","1528761600000"
"319","Automotive Industry","2018-11-15","00:00","1542240000000"
"320","Automotive Industry: Cleaner Fuels","2018-05-01","00:00","1525132800000"
"321","Automotive Sector","2018-03-13","00:00","1520899200000"
"322","Autumn Adjournment","2017-11-07","17:50","1510077000000"
"323","Autumn Budget as it Relates to Wales (Morning sitting)","2018-02-07","09:30","1517995800000"
"324","Autumn Budget as it Relates to Wales","2018-02-07","14:00","1518012000000"
"325","Aviation Sector","2017-12-14","00:00","1513209600000"
"326","Aviation Update","2017-07-13","00:00","1499904000000"
"327","Aviation Update","2017-10-24","00:00","1508803200000"
"328","Avon Fire and Rescue Service","2017-07-03","00:00","1499040000000"
"329","Avon Fire and Rescue Service","2017-07-19","00:00","1500422400000"
"330","Ayrshire Growth Deal","2018-04-25","00:00","1524614400000"
"331","Baby Leave for Members of Parliament","2018-02-01","12:31","1517488260000"
"332","Baby Loss Awareness Week","2017-10-10","18:33","1507660380000"
"333","Baby Loss Awareness Week","2018-10-09","18:35","1539110100000"
"334","Backbench Business","2017-10-17","00:00","1508198400000"
"335","Backbench Business","2017-10-19","00:00","1508371200000"
"336","Backbench Business","2017-10-26","00:00","1508976000000"
"337","Backbench Business","2017-11-02","00:00","1509580800000"
"338","Backbench Business","2017-11-06","00:00","1509926400000"
"339","Backbench Business","2017-11-07","00:00","1510012800000"
"340","Backbench Business","2017-11-16","00:00","1510790400000"
"341","backbench business","2017-11-28","00:00","1511827200000"
"342","Backbench Business","2017-11-30","00:00","1512000000000"
"343","Backbench Business","2017-12-07","00:00","1512604800000"
"344","Backbench Business","2017-12-14","00:00","1513209600000"
"345","Backbench Business","2017-12-21","00:00","1513814400000"
"346","Backbench Business","2018-01-11","00:00","1515628800000"
"347","Backbench Business","2018-01-18","00:00","1516233600000"
"348","Backbench Business","2018-01-25","00:00","1516838400000"
"349","BACKBENCH BUSINESS","2018-01-30","00:00","1517270400000"
"350","Backbench Business","2018-02-01","00:00","1517443200000"
"351","Backbench Business","2018-02-06","00:00","1517875200000"
"352","Backbench Business","2018-02-08","00:00","1518048000000"
"353","Backbench Business","2018-02-22","00:00","1519257600000"
"354","Backbench Business","2018-03-01","00:00","1519862400000"
"355","backbench business","2018-03-08","00:00","1520467200000"
"356","Backbench Business","2018-03-15","00:00","1521072000000"
"357","Backbench Business","2018-03-22","00:00","1521676800000"
"358","Backbench Business","2018-03-29","00:00","1522281600000"
"359","Backbench Business","2018-04-19","00:00","1524096000000"
"360","Backbench Business","2018-04-26","00:00","1524700800000"
"361","Backbench Business","2018-05-03","00:00","1525305600000"
"362","Backbench Business","2018-05-10","00:00","1525910400000"
"363","Backbench Business","2018-05-17","00:00","1526515200000"
"364","Backbench Business","2018-05-24","00:00","1527120000000"
"365","Backbench Business","2018-06-07","00:00","1528329600000"
"366","Backbench Business","2018-06-14","00:00","1528934400000"
"367","Backbench Business","2018-06-19","00:00","1529366400000"
"368","Backbench Business","2018-06-21","00:00","1529539200000"
"369","Backbench Business","2018-06-28","00:00","1530144000000"
"370","Backbench Business","2018-07-05","00:00","1530748800000"
"371","Backbench Business","2018-07-10","00:00","1531180800000"
"372","Backbench Business","2018-07-12","00:00","1531353600000"
"373","Backbench Business","2018-07-19","00:00","1531958400000"
"374","Backbench Business","2018-09-06","00:00","1536192000000"
"375","Backbench Business","2018-09-13","00:00","1536796800000"
"376","Backbench Business","2018-10-09","00:00","1539043200000"
"377","Backbench Business","2018-10-11","00:00","1539216000000"
"378","Backbench Business","2018-10-18","00:00","1539820800000"
"379","BACKBENCH bUSINESS","2018-11-15","00:00","1542240000000"
"380","Backbench Business","2018-11-22","00:00","1542844800000"
"381","Backbench Business Committee","2017-10-26","00:00","1508976000000"
"382","Backing Our Servicemen and Women","2018-06-25","22:18","1529965080000"
"383","Backing Our Servicemen and Women","2018-09-04","00:00","1536019200000"
"384","Badger Cull","2018-11-06","17:14","1541524440000"
"385","Badger Culling","2017-10-26","00:00","1508976000000"
"386","BAE Systems jobs in Brough","2017-11-21","21:55","1511301300000"
"387","BAE Systems jobs in Brough","2018-01-18","00:00","1516233600000"
"388","BAE Systems Military Air & Information Sites: Job Losses","2017-10-10","12:38","1507639080000"
"389","Bahrain","2018-09-11","09:30","1536658200000"
"390","Bahrain: Death Penalty","2018-05-15","00:00","1526342400000"
"391","Bailiffs","2018-10-09","00:00","1539043200000"
"392","Balancing the Public Finances","2017-07-11","09:30","1499765400000"
"393","Balancing Work with Childcare Responsibilities","2017-11-23","00:00","1511395200000"
"394","Balfour Declaration","2017-10-30","17:18","1509383880000"
"395","Ballet","2018-03-22","00:00","1521676800000"
"396","Baltic States: NATO","2018-04-23","00:00","1524441600000"
"397","BAME Blood, Stem Cell and Organ Donation","2018-06-27","16:00","1530115200000"
"398","BAME Blood, Stem Cell and Organ Donors","2018-07-24","00:00","1532390400000"
"399","BAME Communities: Stop and Search","2018-05-23","09:30","1527067800000"
"400","BAME Women","2017-11-23","00:00","1511395200000"
"401","Bangladesh","2017-11-21","00:00","1511222400000"
"402","Bangladesh and Burma: Rohingya Crisis","2018-01-18","00:00","1516233600000"
"403","Bangor-on-Dee Post Office","2017-09-13","19:05","1505329500000"
"404","Bangor-on-Dee Post Office","2017-10-16","00:00","1508112000000"
"405","Banking (Cash Machine Charges and Financial Inclusion)","2018-05-16","14:03","1526479380000"
"406","Banking Act 2009","2017-10-19","00:00","1508371200000"
"407","Banking Act 2009 Reporting","2018-02-27","00:00","1519689600000"
"408","Banking Act 2009 Reporting","2018-10-30","00:00","1540857600000"
"409","Banking and Post Office Services (Rural Areas and Small Communities)","2018-10-31","12:58","1540990680000"
"410","Banking in North Ayrshire","2018-03-14","18:59","1521053940000"
"411","Banking Misconduct and the FCA","2018-05-10","13:32","1525959120000"
"412","Banking Sector Failures","2018-07-12","13:30","1531402200000"
"413","Banking Sector: Fraudulent Accounts","2017-12-05","16:00","1512489600000"
